subcategory	sample_rate	copyright	bit_depth	description	manufacturer	publisher	filename	length	channels	designer	library	category	originator
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 11_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 12_RSCPC_SFEW.wav	00:01	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 13_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 14_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 15_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 16_RSCPC_SFEW.wav	00:08	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 17_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 18_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 19_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 20_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 21_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 22_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 23_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 24_RSCPC_SFEW.wav	00:01	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 25_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 26_RSCPC_SFEW.wav	00:01	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 27_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 28_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 29_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 30_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 31_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 32_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 33_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 34_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 35_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 36_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 37_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 38_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 39_RSCPC_SFEW.wav	00:07	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up FM 40_RSCPC_SFEW.wav	00:01	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 01_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 02_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 03_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 04_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 05_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 06_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 07_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 08_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 09_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 10_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 11_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 12_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 13_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 14_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 15_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 16_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 17_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 18_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 19_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 20_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 21_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 22_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 23_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 24_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 25_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 26_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 27_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 28_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 29_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 30_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 31_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 32_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 33_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 34_RSCPC_SFEW.wav	00:06	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 35_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 36_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 37_RSCPC_SFEW.wav	00:04	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 38_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 39_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 40_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 41_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 42_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 43_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Medium Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 44_RSCPC_SFEW.wav	00:03	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Long Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 45_RSCPC_SFEW.wav	00:05	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 46_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
RISER	96000	2023 @ Rescopic Sound	24	Source Material, Synthetic, Rise, Sci-Fi, Power On, Activate, Start Up, Short Duration	Rescopic Sound	www.rescopicsound.com	DSGNRise_Charge Up Fused 47_RSCPC_SFEW.wav	00:02	2	John Koulouris	Sci-Fi Energy Weapons	DESIGNED	Logic Pro
